@relation steam_transactions

@attribute steamid string
@attribute apps string

@data
"7.656119796697376e+16","{250900}"
"7.656119796697813e+16","{310110}"
"7.656119796699843e+16","{202410,290440}"
"7.656119796700971e+16","{347230}"
"7.656119796701776e+16","{313390}"
"7.656119796703083e+16","{3178350}"
"7.656119796704334e+16","{116120}"
"7.656119796706323e+16","{343370}"
"7.656119796707022e+16","{337820}"
"7.656119796707602e+16","{42960}"
"7.656119796708094e+16","{205550}"
"7.65611979670831e+16","{1670}"
"7.656119796710678e+16","{39190}"
"7.656119796710725e+16","{2835110}"
"7.656119796711275e+16","{287390}"
"7.656119796713752e+16","{45760}"
"7.65611979671452e+16","{307150}"
"7.656119796716658e+16","{273110}"
"7.656119796717877e+16","{321400}"
"7.65611979671882e+16","{35800}"
"7.65611979671912e+16","{302010,2824580}"
"7.656119796719226e+16","{307210}"
"7.656119796719858e+16","{3167550}"
"7.65611979672018e+16","{274190}"
"7.656119796720856e+16","{46360}"
"7.65611979672122e+16","{15900}"
"7.656119796721691e+16","{3156770}"
"7.656119796722658e+16","{334210}"
"7.656119796726034e+16","{2843640}"
"7.656119796726771e+16","{2719160}"
"7.656119796726798e+16","{325320}"
"7.656119796732446e+16","{293460}"
"7.656119796732939e+16","{299340}"
"7.656119796737594e+16","{284160}"
"7.656119796737917e+16","{104000}"
"7.656119796738779e+16","{2862660}"
"7.656119796738848e+16","{29160}"
"7.656119796739374e+16","{2842040}"
"7.656119796740213e+16","{279540,295730}"
"7.656119796741984e+16","{332540}"
"7.656119796743746e+16","{42500}"
"7.656119796744112e+16","{337960}"
"7.656119796745162e+16","{339400}"
"7.656119796745739e+16","{2888120}"
"7.656119796745896e+16","{9880}"
"7.656119796746168e+16","{271860}"
"7.656119796747165e+16","{274480,329110}"
"7.656119796750306e+16","{3178350}"
"7.656119796752082e+16","{274520}"
"7.656119796752142e+16","{4500}"
"7.656119796752501e+16","{293460}"
"7.656119796752672e+16","{314320}"
"7.65611979675391e+16","{3342080}"
"7.656119796755834e+16","{58550}"
"7.656119796756218e+16","{29160}"
"7.656119796756534e+16","{2976900}"
"7.656119796758032e+16","{290060}"
"7.656119796758986e+16","{340270}"
"7.656119796759438e+16","{295730}"
"7.656119796760131e+16","{44100}"
"7.656119796763312e+16","{17390,24720}"
"7.65611979676474e+16","{315340}"
"7.656119796764864e+16","{290100}"
"7.656119796765933e+16","{2807150}"
"7.65611979676809e+16","{332540}"
"7.656119796768694e+16","{46000}"
"7.656119796770466e+16","{32200}"
"7.65611979677148e+16","{2420,6600,19200,29160,35800,44100,46000,46600,50000,99410,110500}"
"7.656119796771602e+16","{2860150}"
"7.656119796771973e+16","{25860}"
"7.656119796773595e+16","{2720}"
"7.656119796774406e+16","{290000}"
"7.656119796774885e+16","{291930}"
"7.656119796775312e+16","{2789460}"
"7.656119796775602e+16","{253710}"
"7.656119796776918e+16","{339400}"
"7.656119796777667e+16","{3270270}"
"7.656119796779098e+16","{2879470}"
"7.656119796779733e+16","{277850}"
"7.656119796781469e+16","{205530}"
"7.656119796781957e+16","{3244220}"
"7.656119796782307e+16","{8970}"
"7.656119796783464e+16","{257730}"
"7.656119796784062e+16","{3207880}"
"7.65611979678413e+16","{203560}"
"7.656119796784147e+16","{313390}"
"7.656119796785317e+16","{319280}"
"7.656119796786067e+16","{292000}"
"7.65611979678644e+16","{342370}"
"7.656119796787606e+16","{340270}"
"7.656119796789554e+16","{2909110}"
"7.656119796790435e+16","{3487850}"
"7.656119796792395e+16","{342550}"
"7.656119796793923e+16","{4470,274480}"
"7.6561197967943e+16","{285350,340450,348400}"
"7.656119796795032e+16","{273590}"
"7.656119796795082e+16","{284180}"
"7.656119796796765e+16","{204100}"
"7.656119796797974e+16","{3312730}"
"7.656119796798029e+16","{26800,35130,40800,42170,107100}"
"7.656119796798274e+16","{35130,3079600}"
"7.656119796799245e+16","{202410}"
"7.656119796799982e+16","{334140}"
"7.656119796800274e+16","{2902580}"
"7.656119796800307e+16","{349510}"
"7.65611979680076e+16","{292670}"
"7.656119796802227e+16","{16030}"
"7.65611979680283e+16","{3158980}"
"7.656119796804902e+16","{2952480}"
"7.65611979680621e+16","{282590}"
"7.656119796807005e+16","{346340}"
"7.656119796807555e+16","{282070}"
"7.656119796809565e+16","{273590}"
"7.65611979681024e+16","{202730}"
"7.6561197968108e+16","{29160}"
"7.656119796810963e+16","{342260}"
"7.656119796812363e+16","{2886950}"
"7.656119796813011e+16","{302010}"
"7.656119796813208e+16","{109200}"
"7.656119796814234e+16","{329190}"
"7.656119796814755e+16","{2881600}"
"7.656119796814792e+16","{271570}"
"7.656119796815491e+16","{343370}"
"7.656119796815578e+16","{302010}"
"7.656119796816118e+16","{314220}"
"7.656119796817565e+16","{6220}"
"7.656119796818438e+16","{2835570}"
"7.656119796819496e+16","{313360}"
"7.656119796821269e+16","{281990}"
"7.656119796822448e+16","{299360}"
"7.656119796823523e+16","{35800,102400,104100,110500}"
"7.65611979682399e+16","{344410}"
"7.656119796824442e+16","{223850}"
"7.656119796826594e+16","{336030}"
"7.656119796826843e+16","{2820820}"
"7.656119796827864e+16","{42140}"
"7.656119796827968e+16","{3099000}"
"7.656119796829288e+16","{286000}"
"7.656119796829357e+16","{292280}"
"7.656119796829509e+16","{2716400,2754380}"
"7.656119796830202e+16","{282590}"
"7.656119796830523e+16","{319740}"
"7.656119796831064e+16","{2877540}"
"7.656119796832357e+16","{336440}"
"7.656119796833154e+16","{335430}"
"7.656119796834197e+16","{310110}"
"7.656119796834397e+16","{282680}"
"7.656119796834938e+16","{61310}"
"7.656119796835502e+16","{342240}"
"7.656119796835838e+16","{3370500}"
"7.656119796835896e+16","{219990}"
"7.656119796837376e+16","{334140}"
"7.656119796837718e+16","{290000}"
"7.656119796838046e+16","{237630}"
"7.656119796838109e+16","{286160,3371240}"
"7.65611979683891e+16","{296890}"
"7.656119796839011e+16","{2971610}"
"7.656119796839042e+16","{270880}"
"7.65611979683924e+16","{223850}"
"7.656119796839522e+16","{3178350}"
"7.656119796840634e+16","{2754380}"
"7.65611979684193e+16","{2915920,3099000}"
"7.656119796842304e+16","{279540}"
"7.656119796842474e+16","{2802710}"
"7.656119796843794e+16","{8970}"
"7.656119796844925e+16","{2731590}"
"7.656119796845126e+16","{311930}"
"7.656119796845346e+16","{2726450,2835570,3035500}"
"7.656119796845826e+16","{2707490}"
"7.656119796846256e+16","{282070}"
"7.656119796846349e+16","{44690}"
"7.656119796847099e+16","{300550}"
"7.65611979684717e+16","{300220}"
"7.656119796847318e+16","{341530}"
"7.656119796847822e+16","{1250}"
"7.656119796848082e+16","{252610}"
"7.656119796849723e+16","{2716400}"
"7.65611979685017e+16","{19200}"
"7.656119796851925e+16","{22330}"
"7.656119796852144e+16","{3170540}"
"7.656119796854163e+16","{223710}"
"7.656119796854662e+16","{270880}"
"7.65611979685472e+16","{314240}"
"7.656119796855941e+16","{330770}"
"7.656119796856042e+16","{3061910,3302510,3341450}"
"7.656119796856525e+16","{279540}"
"7.656119796856608e+16","{3590}"
"7.656119796856611e+16","{42500,46000}"
"7.656119796857411e+16","{291610}"
"7.656119796857466e+16","{2836010}"
"7.656119796857813e+16","{3361470}"
"7.656119796858507e+16","{2816420}"
"7.656119796859843e+16","{274480}"
"7.656119796859872e+16","{2958790}"
"7.656119796860653e+16","{3172700}"
"7.656119796860827e+16","{99410}"
"7.656119796861958e+16","{329310}"
"7.656119796862154e+16","{58230}"
"7.656119796862475e+16","{104020}"
"7.65611979686261e+16","{292670,2710080}"
"7.656119796862698e+16","{3161010}"
"7.656119796865488e+16","{339740}"
"7.656119796865862e+16","{330620,2704770,2836010,2888870,2945380,3099000}"
"7.656119796867189e+16","{63640,116120,203560}"
"7.6561197968675e+16","{2907620}"
"7.65611979686878e+16","{330620}"
"7.656119796869085e+16","{2918410}"
"7.656119796869262e+16","{2816590}"
"7.656119796869347e+16","{307960}"
"7.656119796871046e+16","{9880}"
"7.65611979687138e+16","{2620}"
"7.656119796872226e+16","{324080}"
"7.65611979687302e+16","{3361470}"
"7.656119796873114e+16","{3396950}"
"7.656119796874251e+16","{293480}"
"7.656119796876328e+16","{3099000}"
"7.656119796876515e+16","{328830}"
"7.656119796878134e+16","{3182420}"
"7.656119796879227e+16","{296730}"
"7.65611979687931e+16","{311930,312520}"
"7.656119796879755e+16","{46000}"
"7.656119796880251e+16","{319740}"
"7.65611979688078e+16","{2739630}"
"7.656119796881749e+16","{17570}"
"7.656119796881846e+16","{3273100}"
"7.65611979688186e+16","{321400}"
"7.656119796882662e+16","{2729520}"
"7.656119796883669e+16","{3182420}"
"7.656119796883811e+16","{298140}"
"7.65611979688406e+16","{9980,23150,41660,70500,109200}"
"7.656119796884995e+16","{104020}"
"7.656119796887757e+16","{282590}"
"7.656119796888531e+16","{330770}"
"7.656119796888869e+16","{202730}"
"7.65611979689009e+16","{347290}"
"7.656119796890098e+16","{293460}"
"7.656119796890157e+16","{35800}"
"7.656119796890173e+16","{330620}"
"7.656119796891485e+16","{299340}"
"7.656119796892926e+16","{2720}"
"7.656119796893066e+16","{35700}"
"7.656119796893491e+16","{19200}"
"7.65611979689428e+16","{311930}"
"7.656119796894478e+16","{46540}"
"7.656119796895082e+16","{3182420}"
"7.656119796895675e+16","{62100,274480}"
"7.65611979689607e+16","{109200}"
"7.656119796898678e+16","{2754380}"
"7.656119796899694e+16","{296730,342350}"
"7.656119796900368e+16","{46360}"
"7.656119796900477e+16","{2789460}"
"7.656119796901226e+16","{44690}"
"7.656119796903872e+16","{2967320}"
"7.656119796905854e+16","{297660}"
"7.65611979690601e+16","{223850}"
"7.656119796906213e+16","{274480,290970}"
"7.656119796907437e+16","{300220}"
"7.656119796907936e+16","{340270}"
"7.656119796908274e+16","{3112260}"
"7.656119796911554e+16","{3422210}"
"7.656119796911861e+16","{2971610}"
"7.656119796912157e+16","{252190}"
"7.656119796913301e+16","{2919770}"
"7.656119796913451e+16","{282590,307960}"
"7.656119796915509e+16","{3266590}"
"7.656119796915802e+16","{116100,312410,315320,342520,344300}"
"7.65611979691898e+16","{204560}"
"7.65611979692093e+16","{319740}"
"7.656119796922843e+16","{315830}"
"7.656119796923816e+16","{337650}"
"7.656119796923986e+16","{312990}"
"7.656119796924587e+16","{46740}"
"7.656119796924954e+16","{99900}"
"7.656119796925664e+16","{104020}"
"7.656119796925837e+16","{295870}"
"7.656119796926715e+16","{291630,325160,348870}"
"7.65611979692735e+16","{321400}"
"7.65611979692985e+16","{274480}"
"7.65611979693033e+16","{11020}"
"7.656119796930762e+16","{50000,202410,321950}"
"7.656119796930952e+16","{3126980}"
"7.656119796931312e+16","{3405630}"
"7.656119796932445e+16","{2849080}"
"7.65611979693279e+16","{104000}"
"7.65611979693344e+16","{17460}"
"7.656119796933843e+16","{310110}"
"7.656119796934662e+16","{330620}"
"7.656119796934736e+16","{2855990}"
"7.656119796937238e+16","{50000}"
"7.65611979693746e+16","{291250}"
"7.656119796937666e+16","{291930}"
"7.656119796937885e+16","{333640}"
"7.656119796938315e+16","{3059070}"
"7.656119796938874e+16","{2904000}"
"7.656119796939056e+16","{2909910,3156240}"
"7.656119796939168e+16","{2848080}"
"7.656119796939579e+16","{328510}"
"7.656119796941797e+16","{8970}"
"7.656119796942578e+16","{2756920}"
"7.656119796942605e+16","{3072640}"
"7.6561197969439e+16","{2889780}"
"7.656119796944118e+16","{2866730}"
"7.656119796945427e+16","{3281300}"
"7.65611979694555e+16","{3099000}"
"7.656119796947266e+16","{111100}"
"7.656119796948146e+16","{12530}"
"7.65611979694843e+16","{313080}"
"7.656119796948496e+16","{44100}"
"7.656119796950584e+16","{2820820}"
"7.656119796951606e+16","{2689470}"
"7.656119796952005e+16","{282140}"
"7.656119796952173e+16","{347690}"
"7.656119796952779e+16","{288260}"
"7.656119796952842e+16","{3167550}"
"7.656119796954112e+16","{44100}"
"7.656119796955171e+16","{202410}"
"7.656119796957144e+16","{3091340}"
"7.656119796958202e+16","{300280}"
"7.65611979695825e+16","{290060}"
"7.656119796959258e+16","{2961530}"
"7.656119796959338e+16","{44690}"
"7.656119796959448e+16","{2789460}"
"7.656119796959811e+16","{41700}"
"7.65611979696069e+16","{3272180}"
"7.656119796961781e+16","{44100}"
"7.656119796962315e+16","{341730}"
"7.656119796962522e+16","{2835720}"
"7.656119796963434e+16","{58230}"
"7.656119796963656e+16","{324070}"
"7.656119796964552e+16","{343410}"
"7.65611979696615e+16","{341760}"
"7.6561197969672e+16","{330770}"
"7.656119796967574e+16","{329190}"
"7.65611979696896e+16","{342910}"
"7.656119796970067e+16","{297490}"
"7.656119796971475e+16","{44100}"
"7.65611979697167e+16","{22320}"
"7.656119796972075e+16","{290060}"
"7.656119796972498e+16","{290970}"
"7.656119796972677e+16","{290970}"
"7.656119796972912e+16","{2881600}"
"7.656119796973413e+16","{62100}"
"7.656119796974989e+16","{46360,297370,303800,340270}"
"7.656119796975262e+16","{323270}"
"7.656119796976568e+16","{19200}"
"7.656119796979013e+16","{301300}"
"7.656119796979067e+16","{2719160}"
"7.656119796979682e+16","{116120}"
"7.656119796979947e+16","{311170}"
"7.656119796980374e+16","{17410}"
"7.656119796981008e+16","{299340}"
"7.656119796981462e+16","{2882280}"
"7.656119796981632e+16","{4920}"
"7.65611979698551e+16","{276750}"
"7.65611979698572e+16","{44100}"
"7.656119796985782e+16","{298260}"
"7.656119796986229e+16","{312300}"
"7.656119796991274e+16","{46600}"
"7.656119796991797e+16","{350600}"
"7.656119796992986e+16","{2904000}"
"7.656119796994904e+16","{261550}"
"7.656119796999078e+16","{3112260}"
"7.656119796999978e+16","{317360}"
"7.656119797000398e+16","{316080}"
"7.656119797001778e+16","{333210}"
"7.656119797003686e+16","{3216330}"
"7.656119797003851e+16","{340200}"
"7.656119797005178e+16","{44100}"
"7.656119797005216e+16","{344410}"
"7.656119797005443e+16","{39900}"
"7.65611979700563e+16","{313390}"
"7.656119797007818e+16","{29160,42140,46000,277510,288670,302180,348870}"
"7.656119797008114e+16","{340200}"
"7.656119797009123e+16","{2845720}"
"7.656119797009888e+16","{336090}"
"7.656119797010483e+16","{283840,330660,3257220}"
"7.65611979701067e+16","{282860}"
"7.656119797010992e+16","{12450}"
"7.656119797012982e+16","{322900}"
"7.656119797013218e+16","{274480}"
"7.656119797013253e+16","{2756920}"
"7.656119797014608e+16","{111400}"
"7.656119797014984e+16","{46600,324070}"
"7.656119797015707e+16","{80300}"
"7.65611979701587e+16","{333210}"
"7.656119797016342e+16","{342360}"
"7.656119797018614e+16","{339690,340440}"
"7.656119797018958e+16","{329280}"
"7.656119797019274e+16","{307580}"
"7.656119797019342e+16","{11480,98500,111800,271860,271990,278570,281060,283390,285980,288020,289440,292620,295730,296490,296730,297450,298850,300540,300620,305760,307590,308380,314210,316930,317510,319230,320120,320340,321160,321920,324270,324390,325320,326120,328640,329240,330660,333660,333760,333880,334300,337970,337980,339110,339710,340220,341150,343360,344860,346200,347280,348980,3050220,3061900}"
"7.65611979702021e+16","{223850}"
"7.656119797020451e+16","{116100}"
"7.656119797021877e+16","{2928520}"
"7.656119797023048e+16","{2866000}"
"7.656119797024086e+16","{337960}"
"7.656119797024166e+16","{347280}"
"7.656119797024224e+16","{297760}"
"7.656119797024227e+16","{274480}"
"7.656119797024347e+16","{3164400}"
"7.656119797024696e+16","{300550}"
"7.656119797026046e+16","{2827930}"
"7.656119797026138e+16","{300280}"
"7.656119797026235e+16","{2824660}"
"7.656119797026277e+16","{3213430}"
"7.656119797026426e+16","{273590}"
"7.656119797026504e+16","{3328700}"
"7.65611979702658e+16","{2918410}"
"7.656119797028435e+16","{2890500}"
"7.656119797028715e+16","{2820100}"
"7.656119797028718e+16","{341730}"
"7.656119797028731e+16","{346770}"
"7.656119797028754e+16","{42140}"
"7.656119797028848e+16","{332830}"
"7.656119797028973e+16","{312440}"
"7.656119797029291e+16","{3244210}"
"7.656119797029293e+16","{332830}"
"7.656119797029344e+16","{299340}"
"7.656119797029456e+16","{314770}"
"7.656119797029541e+16","{46000}"
"7.656119797029822e+16","{50000}"
"7.656119797030366e+16","{274190}"
"7.656119797030747e+16","{331460}"
"7.656119797031218e+16","{46000}"
"7.656119797031317e+16","{46540,293260}"
"7.656119797031411e+16","{323700}"
"7.65611979703177e+16","{314290}"
"7.656119797031899e+16","{347230}"
"7.656119797032322e+16","{282140}"
"7.656119797032573e+16","{285350}"
"7.656119797032851e+16","{3099000}"
"7.656119797032928e+16","{330770,336090}"
"7.656119797032973e+16","{2729540,2806890}"
"7.65611979703304e+16","{342860}"
"7.656119797033082e+16","{348400}"
"7.656119797033331e+16","{344410}"
"7.65611979703342e+16","{2834600}"
"7.656119797033616e+16","{327400}"
"7.656119797033734e+16","{206060}"
"7.65611979703377e+16","{3060170}"
"7.656119797034013e+16","{2849680}"
"7.656119797034021e+16","{343280}"
"7.656119797034134e+16","{100400}"
"7.656119797034362e+16","{50000}"
"7.656119797034386e+16","{2693460}"
"7.65611979703446e+16","{296930}"
"7.656119797034576e+16","{343370}"
"7.656119797035099e+16","{44690,291250}"
"7.656119797035453e+16","{299340}"
"7.656119797035584e+16","{3156770}"
"7.656119797035686e+16","{336090,347690}"
"7.656119797035994e+16","{275290}"
"7.656119797036248e+16","{2701660}"
"7.656119797036326e+16","{343370}"
"7.656119797037038e+16","{345020}"
"7.656119797037125e+16","{46000}"
"7.656119797037272e+16","{44690}"
"7.65611979703728e+16","{348290}"
"7.656119797037336e+16","{2776780}"
"7.65611979703776e+16","{282590}"
"7.656119797038258e+16","{2996040}"
"7.656119797038488e+16","{46000}"
"7.656119797038707e+16","{293860}"
"7.656119797038754e+16","{9960}"
"7.656119797038882e+16","{329110,2853130,2857000}"
"7.65611979703892e+16","{2996040}"
"7.656119797039648e+16","{6980}"
"7.656119797039958e+16","{2842040}"
"7.656119797040158e+16","{109600}"
"7.65611979704018e+16","{339400}"
"7.656119797040198e+16","{277510}"
"7.656119797040274e+16","{2725260}"
"7.656119797040398e+16","{50000}"
"7.656119797040445e+16","{275290}"
"7.65611979704091e+16","{3433730}"
"7.656119797041387e+16","{2912100}"
"7.6561197970414e+16","{2731590}"
"7.65611979704163e+16","{334140}"
"7.656119797042514e+16","{61310}"
"7.656119797042662e+16","{341950}"
"7.656119797042752e+16","{274190}"
"7.65611979704278e+16","{244850}"
"7.656119797043461e+16","{202410,290440}"
"7.656119797043502e+16","{317530}"
"7.656119797043714e+16","{308360}"
"7.656119797043978e+16","{347660}"
"7.656119797044458e+16","{37800}"
"7.65611979704477e+16","{303800}"
"7.656119797045077e+16","{2971610}"
"7.656119797045611e+16","{330620}"
"7.656119797045845e+16","{273580}"
"7.656119797045867e+16","{2713740}"
"7.656119797046157e+16","{330770}"
"7.65611979704619e+16","{296630}"
"7.656119797046747e+16","{290000}"
"7.656119797047157e+16","{290100}"
"7.656119797047173e+16","{2927290}"
"7.656119797047202e+16","{37960}"
"7.656119797047446e+16","{349510}"
"7.656119797048062e+16","{51020,332540,2829470}"
"7.656119797048302e+16","{3160280}"
"7.6561197970484e+16","{348870}"
"7.656119797048467e+16","{2918850}"
"7.656119797048717e+16","{2750480}"
"7.656119797048837e+16","{340270}"
"7.656119797049099e+16","{3295230}"
"7.65611979704913e+16","{293480}"
"7.656119797049328e+16","{2849680}"
